date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
30-03-2021,California,State,Other,135,26.26,108,26.28650904
30-03-2021,California,State,Total,514,100,410.8571429,100
30-03-2021,California,State,Epsilon,194,37.74,157.7142857,38.38664812
30-03-2021,California,State,Alpha,151,29.38,124.2857143,30.25034771
30-03-2021,California,State,Beta,4,0.78,3.857142857,0.938803894
30-03-2021,California,State,Lambda,2,0.39,0.428571429,0.104311544
30-03-2021,California,State,Mu,0,0,0,0
31-03-2021,California,State,Beta,1,0.24,3.714285714,0.938289426
31-03-2021,California,State,Mu,1,0.24,0.142857143,0.036088055
31-03-2021,California,State,Gamma,19,4.5,16.71428571,4.222302418
31-03-2021,California,State,Lambda,0,0,0.428571429,0.108264165
31-03-2021,California,State,Alpha,169,40.05,127.2857143,32.15445687
31-03-2021,California,State,Total,422,100,395.8571429,100
31-03-2021,California,State,Delta,1,0.24,0.285714286,0.07217611
31-03-2021,California,State,Other,100,23.7,106.4285714,26.88560087
31-03-2021,California,State,Omicron,0,0,0,0
31-03-2021,California,State,Epsilon,131,31.04,140.8571429,35.58282209
01-04-2021,California,State,Lambda,0,0,0.428571429,0.110132159
01-04-2021,California,State,Alpha,165,42.42,131.4285714,33.77386197
01-04-2021,California,State,Epsilon,127,32.65,135.4285714,34.80176211
01-04-2021,California,State,Omicron,0,0,0,0
01-04-2021,California,State,Gamma,16,4.11,17.14285714,4.405286344
01-04-2021,California,State,Beta,2,0.51,3.714285714,0.954478708
01-04-2021,California,State,Total,389,100,389.1428571,100
01-04-2021,California,State,Other,78,20.05,100.4285714,25.80763583
01-04-2021,California,State,Mu,0,0,0.142857143,0.03671072
01-04-2021,California,State,Delta,1,0.26,0.428571429,0.110132159
02-04-2021,California,State,Omicron,0,0,0,0
02-04-2021,California,State,Epsilon,142,28.74,135,33.91959799
02-04-2021,California,State,Delta,0,0,0.428571429,0.107681263
02-04-2021,California,State,Beta,4,0.81,3.714285714,0.933237617
02-04-2021,California,State,Alpha,194,39.27,139.8571429,35.13998564
02-04-2021,California,State,Total,494,100,398,100
02-04-2021,California,State,Gamma,35,7.09,19.42857143,4.88155061
02-04-2021,California,State,Lambda,0,0,0.285714286,0.071787509
02-04-2021,California,State,Other,119,24.09,99.14285714,24.91026561
02-04-2021,California,State,Mu,0,0,0.142857143,0.035893754
03-04-2021,California,State,Mu,0,0,0.142857143,0.036049027
03-04-2021,California,State,Delta,0,0,0.428571429,0.10814708
03-04-2021,California,State,Lambda,0,0,0.285714286,0.072098053
03-04-2021,California,State,Alpha,119,37.3,143.8571429,36.30136986
03-04-2021,California,State,Other,73,22.88,98.57142857,24.87382841
03-04-2021,California,State,Total,319,100,396.2857143,100
03-04-2021,California,State,Beta,3,0.94,3.428571429,0.86517664
03-04-2021,California,State,Omicron,0,0,0,0
03-04-2021,California,State,Gamma,20,6.27,20.28571429,5.118961788
03-04-2021,California,State,Epsilon,104,32.6,129.2857143,32.62436914
04-04-2021,California,State,Epsilon,34,17.8,124.7142857,31.42548596
04-04-2021,California,State,Mu,0,0,0.142857143,0.03599712
04-04-2021,California,State,Lambda,0,0,0.285714286,0.07199424
04-04-2021,California,State,Beta,1,0.52,3.285714286,0.827933765
04-04-2021,California,State,Gamma,21,10.99,22.42857143,5.651547876
04-04-2021,California,State,Alpha,99,51.83,150.2857143,37.86897048
04-04-2021,California,State,Delta,0,0,0.428571429,0.107991361
04-04-2021,California,State,Omicron,0,0,0,0
04-04-2021,California,State,Other,36,18.85,95.28571429,24.01007919
04-04-2021,California,State,Total,191,100,396.8571429,100
05-04-2021,California,State,Omicron,0,0,0,0
05-04-2021,California,State,Delta,2,0.34,0.714285714,0.171467764
05-04-2021,California,State,Gamma,28,4.77,23.71428571,5.692729767
05-04-2021,California,State,Lambda,0,0,0.285714286,0.068587106
05-04-2021,California,State,Epsilon,173,29.47,129.2857143,31.03566529
05-04-2021,California,State,Other,157,26.75,99.71428571,23.93689986
05-04-2021,California,State,Mu,0,0,0.142857143,0.034293553
05-04-2021,California,State,Beta,2,0.34,2.428571429,0.582990398
05-04-2021,California,State,Total,587,100,416.5714286,100
05-04-2021,California,State,Alpha,225,38.33,160.2857143,38.47736626
06-04-2021,California,State,Other,140,27.18,100.4285714,24.10010285
06-04-2021,California,State,Lambda,1,0.19,0.142857143,0.034281796
06-04-2021,California,State,Total,515,100,416.7142857,100
06-04-2021,California,State,Gamma,20,3.88,22.71428571,5.450805622
06-04-2021,California,State,Alpha,208,40.39,168.4285714,40.41823792
06-04-2021,California,State,Omicron,0,0,0,0
06-04-2021,California,State,Beta,6,1.17,2.714285714,0.651354131
06-04-2021,California,State,Delta,4,0.78,1.142857143,0.274254371
06-04-2021,California,State,Mu,0,0,0.142857143,0.034281796
06-04-2021,California,State,Epsilon,136,26.41,121,29.03668152
07-04-2021,California,State,Beta,0,0,2.571428571,0.605042017
07-04-2021,California,State,Alpha,214,44.58,174.8571429,41.14285714
07-04-2021,California,State,Omicron,0,0,0,0
07-04-2021,California,State,Mu,0,0,0,0
07-04-2021,California,State,Other,99,20.62,100.2857143,23.59663866
07-04-2021,California,State,Epsilon,135,28.12,121.5714286,28.60504202
07-04-2021,California,State,Total,480,100,425,100
07-04-2021,California,State,Delta,1,0.21,1.142857143,0.268907563
07-04-2021,California,State,Lambda,2,0.42,0.428571429,0.100840336
07-04-2021,California,State,Gamma,29,6.04,24.14285714,5.680672269
08-04-2021,California,State,Mu,0,0,0,0
08-04-2021,California,State,Gamma,36,9.47,27,6.372218476
08-04-2021,California,State,Other,67,17.63,98.71428571,23.2973702
08-04-2021,California,State,Epsilon,64,16.84,112.5714286,26.56776804
08-04-2021,California,State,Delta,0,0,1,0.236008092
08-04-2021,California,State,Omicron,0,0,0,0
08-04-2021,California,State,Lambda,0,0,0.428571429,0.101146325
08-04-2021,California,State,Alpha,213,56.05,181.7142857,42.88604181
08-04-2021,California,State,Beta,0,0,2.285714286,0.539447067
08-04-2021,California,State,Total,380,100,423.7142857,100
09-04-2021,California,State,Gamma,29,7.47,26.14285714,6.398601399
09-04-2021,California,State,Mu,0,0,0,0
09-04-2021,California,State,Alpha,191,49.23,181.2857143,44.37062937
09-04-2021,California,State,Delta,0,0,1,0.244755245
09-04-2021,California,State,Total,388,100,408.5714286,100
09-04-2021,California,State,Omicron,0,0,0,0
09-04-2021,California,State,Other,79,20.36,93,22.76223776
09-04-2021,California,State,Beta,3,0.77,2.142857143,0.524475524
09-04-2021,California,State,Epsilon,84,21.65,104.2857143,25.52447552
09-04-2021,California,State,Lambda,2,0.52,0.714285714,0.174825175
10-04-2021,California,State,Lambda,0,0,0.714285714,0.175994368
10-04-2021,California,State,Mu,0,0,0,0
10-04-2021,California,State,Gamma,22,7.33,26.42857143,6.511791623
10-04-2021,California,State,Omicron,0,0,0,0
10-04-2021,California,State,Alpha,164,54.67,187.7142857,46.25131996
10-04-2021,California,State,Epsilon,65,21.67,98.71428571,24.32242168
10-04-2021,California,State,Other,49,16.33,89.57142857,22.06969377
10-04-2021,California,State,Beta,0,0,1.714285714,0.422386484
10-04-2021,California,State,Total,300,100,405.8571429,100
10-04-2021,California,State,Delta,0,0,1,0.246392115
11-04-2021,California,State,Gamma,22,9.87,26.57142857,6.474068918
11-04-2021,California,State,Beta,1,0.45,1.714285714,0.417681866
11-04-2021,California,State,Omicron,0,0,0,0
11-04-2021,California,State,Delta,3,1.35,1.428571429,0.348068221
11-04-2021,California,State,Other,43,19.28,90.57142857,22.06752523
11-04-2021,California,State,Mu,0,0,0,0
11-04-2021,California,State,Lambda,0,0,0.714285714,0.174034111
11-04-2021,California,State,Epsilon,28,12.56,97.85714286,23.84267316
11-04-2021,California,State,Total,223,100,410.4285714,100
11-04-2021,California,State,Alpha,126,56.5,191.5714286,46.67594849
12-04-2021,California,State,Epsilon,86,19.77,85.42857143,21.97721426
12-04-2021,California,State,Omicron,0,0,0,0
12-04-2021,California,State,Alpha,200,45.98,188,48.36457185
12-04-2021,California,State,Delta,7,1.61,2.142857143,0.551267916
12-04-2021,California,State,Beta,1,0.23,1.571428571,0.404263139
12-04-2021,California,State,Lambda,1,0.23,0.857142857,0.220507166
12-04-2021,California,State,Total,435,100,388.7142857,100
12-04-2021,California,State,Mu,0,0,0,0
12-04-2021,California,State,Gamma,33,7.59,27.28571429,7.019478133
12-04-2021,California,State,Other,107,24.6,83.42857143,21.46269754
13-04-2021,California,State,Other,103,22.01,78.14285714,20.45624533
13-04-2021,California,State,Beta,3,0.64,1.142857143,0.299177263
13-04-2021,California,State,Epsilon,88,18.8,78.57142857,20.5684368
13-04-2021,California,State,Mu,0,0,0,0
13-04-2021,California,State,Alpha,226,48.29,190.5714286,49.88780853
13-04-2021,California,State,Delta,6,1.28,2.428571429,0.635751683
13-04-2021,California,State,Omicron,0,0,0,0
13-04-2021,California,State,Total,468,100,382,100
13-04-2021,California,State,Gamma,41,8.76,30.28571429,7.928197457
13-04-2021,California,State,Lambda,1,0.21,0.857142857,0.224382947
14-04-2021,California,State,Epsilon,70,15.91,69.28571429,18.41305998
14-04-2021,California,State,Other,86,19.55,76.28571429,20.27334852
14-04-2021,California,State,Omicron,0,0,0,0
14-04-2021,California,State,Gamma,30,6.82,30.42857143,8.086560364
14-04-2021,California,State,Lambda,1,0.23,0.714285714,0.189825361
14-04-2021,California,State,Alpha,249,56.59,195.5714286,51.97418375
14-04-2021,California,State,Beta,1,0.23,1.285714286,0.341685649
14-04-2021,California,State,Delta,3,0.68,2.714285714,0.721336371
14-04-2021,California,State,Total,440,100,376.2857143,100
14-04-2021,California,State,Mu,0,0,0,0
15-04-2021,California,State,Lambda,0,0,0.714285714,0.186289121
15-04-2021,California,State,Omicron,0,0,0,0
15-04-2021,California,State,Delta,7,1.63,3.714285714,0.968703428
15-04-2021,California,State,Gamma,35,8.14,30.28571429,7.898658718
15-04-2021,California,State,Epsilon,84,19.53,72.14285714,18.81520119
15-04-2021,California,State,Other,80,18.6,78.14285714,20.38002981
15-04-2021,California,State,Mu,0,0,0,0
15-04-2021,California,State,Total,430,100,383.4285714,100
15-04-2021,California,State,Beta,2,0.47,1.571428571,0.409836066
15-04-2021,California,State,Alpha,222,51.63,196.8571429,51.34128167
16-04-2021,California,State,Mu,0,0,0,0
16-04-2021,California,State,Delta,6,1.38,4.571428571,1.172161172
16-04-2021,California,State,Gamma,41,9.45,32,8.205128205
16-04-2021,California,State,Lambda,3,0.69,0.857142857,0.21978022
16-04-2021,California,State,Epsilon,76,17.51,71,18.20512821
16-04-2021,California,State,Beta,5,1.15,1.857142857,0.476190476
16-04-2021,California,State,Alpha,224,51.61,201.5714286,51.68498168
16-04-2021,California,State,Omicron,0,0,0,0
16-04-2021,California,State,Other,79,18.2,78.14285714,20.03663004
16-04-2021,California,State,Total,434,100,390,100
17-04-2021,California,State,Lambda,0,0,0.857142857,0.224215247
17-04-2021,California,State,Other,48,19.51,78,20.40358744
17-04-2021,California,State,Epsilon,34,13.82,66.57142857,17.41405082
17-04-2021,California,State,Total,246,100,382.2857143,100
17-04-2021,California,State,Beta,6,2.44,2.714285714,0.710014948
17-04-2021,California,State,Omicron,0,0,0,0
17-04-2021,California,State,Gamma,30,12.2,33.14285714,8.669656203
17-04-2021,California,State,Alpha,125,50.81,196,51.27055306
17-04-2021,California,State,Mu,0,0,0,0
17-04-2021,California,State,Delta,3,1.22,5,1.307922272
18-04-2021,California,State,Gamma,27,15.43,33.85714286,9.01826484
18-04-2021,California,State,Total,175,100,375.4285714,100
18-04-2021,California,State,Omicron,0,0,0,0
18-04-2021,California,State,Alpha,93,53.14,191.2857143,50.95129376
18-04-2021,California,State,Mu,0,0,0,0
18-04-2021,California,State,Delta,3,1.71,5,1.331811263
18-04-2021,California,State,Epsilon,17,9.71,65,17.31354642
18-04-2021,California,State,Lambda,0,0,0.857142857,0.228310502
18-04-2021,California,State,Other,35,20,76.85714286,20.4718417
18-04-2021,California,State,Beta,0,0,2.571428571,0.684931507
19-04-2021,California,State,Alpha,224,54.11,194.7142857,52.28231684
19-04-2021,California,State,Other,81,19.57,73.14285714,19.6394323
19-04-2021,California,State,Mu,0,0,0,0
19-04-2021,California,State,Gamma,41,9.9,35,9.397775221
19-04-2021,California,State,Total,414,100,372.4285714,100
19-04-2021,California,State,Omicron,0,0,0,0
19-04-2021,California,State,Beta,1,0.24,2.571428571,0.690448792
19-04-2021,California,State,Epsilon,53,12.8,60.28571429,16.18718834
19-04-2021,California,State,Delta,11,2.66,5.571428571,1.495972382
19-04-2021,California,State,Lambda,3,0.72,1.142857143,0.30686613
20-04-2021,California,State,Lambda,2,0.53,1.285714286,0.358137684
20-04-2021,California,State,Epsilon,25,6.68,51.28571429,14.28571429
20-04-2021,California,State,Mu,0,0,0,0
20-04-2021,California,State,Alpha,226,60.43,194.7142857,54.23796259
20-04-2021,California,State,Total,374,100,359,100
20-04-2021,California,State,Omicron,0,0,0,0
20-04-2021,California,State,Delta,14,3.74,6.714285714,1.870274572
20-04-2021,California,State,Other,72,19.25,68.71428571,19.14046956
20-04-2021,California,State,Beta,5,1.34,2.857142857,0.79586152
20-04-2021,California,State,Gamma,30,8.02,33.42857143,9.311579785
21-04-2021,California,State,Delta,6,1.8,7.142857143,2.078137988
21-04-2021,California,State,Beta,2,0.6,3,0.872817955
21-04-2021,California,State,Total,333,100,343.7142857,100
21-04-2021,California,State,Other,71,21.32,66.57142857,19.36824605
21-04-2021,California,State,Mu,0,0,0,0
21-04-2021,California,State,Alpha,187,56.16,185.8571429,54.07315046
21-04-2021,California,State,Epsilon,35,10.51,46.28571429,13.46633416
21-04-2021,California,State,Lambda,0,0,1.142857143,0.332502078
21-04-2021,California,State,Gamma,32,9.61,33.71428571,9.808811305
21-04-2021,California,State,Omicron,0,0,0,0
22-04-2021,California,State,Delta,10,2.81,7.571428571,2.272727273
22-04-2021,California,State,Beta,3,0.84,3.142857143,0.943396226
22-04-2021,California,State,Omicron,0,0,0,0
22-04-2021,California,State,Mu,1,0.28,0.142857143,0.042881647
22-04-2021,California,State,Lambda,1,0.28,1.285714286,0.38593482
22-04-2021,California,State,Alpha,186,52.25,180.7142857,54.24528302
22-04-2021,California,State,Total,356,100,333.1428571,100
22-04-2021,California,State,Gamma,32,8.99,33.28571429,9.991423671
22-04-2021,California,State,Epsilon,37,10.39,39.57142857,11.87821612
22-04-2021,California,State,Other,86,24.16,67.42857143,20.24013722
23-04-2021,California,State,Gamma,34,9.21,32.28571429,9.969122188
23-04-2021,California,State,Lambda,4,1.08,1.428571429,0.441111601
23-04-2021,California,State,Epsilon,53,14.36,36.28571429,11.20423467
23-04-2021,California,State,Omicron,0,0,0,0
23-04-2021,California,State,Other,67,18.16,65.71428571,20.29113366
23-04-2021,California,State,Mu,0,0,0.142857143,0.04411116
23-04-2021,California,State,Beta,3,0.81,2.857142857,0.882223202
23-04-2021,California,State,Delta,9,2.44,8,2.470224967
23-04-2021,California,State,Alpha,199,53.93,177.1428571,54.69783855
23-04-2021,California,State,Total,369,100,323.8571429,100
24-04-2021,California,State,Alpha,83,59.29,171.1428571,55.43729755
24-04-2021,California,State,Lambda,3,2.14,1.857142857,0.601573346
24-04-2021,California,State,Delta,5,3.57,8.285714286,2.683942619
24-04-2021,California,State,Omicron,0,0,0,0
24-04-2021,California,State,Mu,0,0,0.142857143,0.046274873
24-04-2021,California,State,Total,140,100,308.7142857,100
24-04-2021,California,State,Epsilon,13,9.29,33.28571429,10.78204535
24-04-2021,California,State,Beta,0,0,2,0.647848218
24-04-2021,California,State,Other,27,19.29,62.71428571,20.31466913
24-04-2021,California,State,Gamma,9,6.43,29.28571429,9.486348913
25-04-2021,California,State,Delta,8,5.88,9,2.968897267
25-04-2021,California,State,Total,136,100,303.1428571,100
25-04-2021,California,State,Beta,0,0,2,0.659754948
25-04-2021,California,State,Mu,0,0,0.142857143,0.047125353
25-04-2021,California,State,Gamma,10,7.35,26.85714286,8.859566447
25-04-2021,California,State,Omicron,0,0,0,0
25-04-2021,California,State,Epsilon,11,8.09,32.42857143,10.69745523
25-04-2021,California,State,Alpha,71,52.21,168,55.41941565
25-04-2021,California,State,Lambda,1,0.74,2,0.659754948
25-04-2021,California,State,Other,35,25.74,62.71428571,20.68803016
26-04-2021,California,State,Lambda,5,1.28,2.285714286,0.762267747
26-04-2021,California,State,Beta,3,0.77,2.285714286,0.762267747
26-04-2021,California,State,Alpha,226,57.8,168.2857143,56.12196284
26-04-2021,California,State,Epsilon,34,8.7,29.71428571,9.909480705
26-04-2021,California,State,Delta,11,2.81,9,3.001429252
26-04-2021,California,State,Total,391,100,299.8571429,100
26-04-2021,California,State,Omicron,0,0,0,0
26-04-2021,California,State,Gamma,36,9.21,26.14285714,8.718437351
26-04-2021,California,State,Other,76,19.44,62,20.67651263
26-04-2021,California,State,Mu,0,0,0.142857143,0.047641734
27-04-2021,California,State,Total,369,100,299.1428571,100
27-04-2021,California,State,Delta,13,3.52,8.857142857,2.960840497
27-04-2021,California,State,Mu,3,0.81,0.571428571,0.191021968
27-04-2021,California,State,Lambda,3,0.81,2.428571429,0.811843362
27-04-2021,California,State,Beta,1,0.27,1.714285714,0.573065903
27-04-2021,California,State,Epsilon,32,8.67,30.71428571,10.26743075
27-04-2021,California,State,Omicron,0,0,0,0
27-04-2021,California,State,Gamma,28,7.59,25.85714286,8.643744031
27-04-2021,California,State,Other,77,20.87,62.71428571,20.96466094
27-04-2021,California,State,Alpha,212,57.45,166.2857143,55.58739255
28-04-2021,California,State,Beta,5,1.19,2.142857143,0.687442713
28-04-2021,California,State,Lambda,6,1.43,3.285714286,1.054078827
28-04-2021,California,State,Other,93,22.09,65.85714286,21.12740605
28-04-2021,California,State,Gamma,42,9.98,27.28571429,8.753437214
28-04-2021,California,State,Alpha,219,52.02,170.8571429,54.81209899
28-04-2021,California,State,Delta,16,3.8,10.28571429,3.299725023
28-04-2021,California,State,Omicron,0,0,0,0
28-04-2021,California,State,Mu,1,0.24,0.714285714,0.229147571
28-04-2021,California,State,Epsilon,39,9.26,31.28571429,10.03666361
28-04-2021,California,State,Total,421,100,311.7142857,100
29-04-2021,California,State,Lambda,2,0.52,3.428571429,1.08401084
29-04-2021,California,State,Delta,24,6.19,12.28571429,3.884372177
29-04-2021,California,State,Gamma,33,8.51,27.42857143,8.672086721
29-04-2021,California,State,Other,82,21.13,65.28571429,20.64137308
29-04-2021,California,State,Mu,0,0,0.571428571,0.180668473
29-04-2021,California,State,Epsilon,37,9.54,31.28571429,9.891598916
29-04-2021,California,State,Beta,8,2.06,2.857142857,0.903342367
29-04-2021,California,State,Alpha,202,52.06,173.1428571,54.74254743
29-04-2021,California,State,Total,388,100,316.2857143,100
29-04-2021,California,State,Omicron,0,0,0,0
30-04-2021,California,State,Epsilon,23,6.91,27,8.67768595
30-04-2021,California,State,Beta,1,0.3,2.571428571,0.826446281
30-04-2021,California,State,Lambda,3,0.9,3.285714286,1.056014692
30-04-2021,California,State,Omicron,0,0,0,0
30-04-2021,California,State,Delta,18,5.41,13.57142857,4.361799816
30-04-2021,California,State,Mu,0,0,0.571428571,0.183654729
30-04-2021,California,State,Other,50,15.02,62.85714286,20.2020202
30-04-2021,California,State,Total,333,100,311.1428571,100
30-04-2021,California,State,Alpha,210,63.06,174.7142857,56.15243343
30-04-2021,California,State,Gamma,28,8.41,26.57142857,8.539944904
01-05-2021,California,State,Beta,6,2.6,3.428571429,1.057734685
01-05-2021,California,State,Epsilon,26,11.26,28.85714286,8.902600264
01-05-2021,California,State,Lambda,0,0,2.857142857,0.881445571
01-05-2021,California,State,Omicron,0,0,0,0
01-05-2021,California,State,Delta,14,6.06,14.85714286,4.583516968
01-05-2021,California,State,Gamma,26,11.26,29,8.946672543
01-05-2021,California,State,Mu,0,0,0.571428571,0.176289114
01-05-2021,California,State,Alpha,131,56.71,181.5714286,56.01586602
01-05-2021,California,State,Total,231,100,324.1428571,100
01-05-2021,California,State,Other,28,12.12,63,19.43587483
02-05-2021,California,State,Epsilon,8,6.11,28.42857143,8.78975265
02-05-2021,California,State,Total,131,100,323.4285714,100
02-05-2021,California,State,Alpha,68,51.91,181.1428571,56.00706714
02-05-2021,California,State,Mu,1,0.76,0.714285714,0.220848057
02-05-2021,California,State,Beta,0,0,3.428571429,1.060070671
02-05-2021,California,State,Other,29,22.14,62.14285714,19.21378092
02-05-2021,California,State,Delta,9,6.87,15,4.637809187
02-05-2021,California,State,Omicron,0,0,0,0
02-05-2021,California,State,Lambda,1,0.76,2.857142857,0.883392226
02-05-2021,California,State,Gamma,15,11.45,29.71428571,9.187279152
03-05-2021,California,State,Lambda,3,0.88,2.571428571,0.812641084
03-05-2021,California,State,Beta,3,0.88,3.428571429,1.083521445
03-05-2021,California,State,Epsilon,24,7.02,27,8.532731377
03-05-2021,California,State,Mu,0,0,0.714285714,0.225733634
03-05-2021,California,State,Omicron,0,0,0,0
03-05-2021,California,State,Alpha,197,57.6,177,55.93679458
03-05-2021,California,State,Other,68,19.88,61,19.27765237
03-05-2021,California,State,Gamma,36,10.53,29.71428571,9.390519187
03-05-2021,California,State,Delta,11,3.22,15,4.740406321
03-05-2021,California,State,Total,342,100,316.4285714,100
04-05-2021,California,State,Omicron,0,0,0,0
04-05-2021,California,State,Delta,18,5.2,15.71428571,5.018248175
04-05-2021,California,State,Alpha,196,56.65,174.7142857,55.79379562
04-05-2021,California,State,Lambda,2,0.58,2.428571429,0.775547445
04-05-2021,California,State,Mu,3,0.87,0.714285714,0.22810219
04-05-2021,California,State,Beta,5,1.45,4,1.277372263
04-05-2021,California,State,Other,48,13.87,56.85714286,18.15693431
04-05-2021,California,State,Gamma,44,12.72,32,10.2189781
04-05-2021,California,State,Epsilon,30,8.67,26.71428571,8.531021898
04-05-2021,California,State,Total,346,100,313.1428571,100
05-05-2021,California,State,Total,348,100,302.7142857,100
05-05-2021,California,State,Alpha,187,53.74,170.1428571,56.20575743
05-05-2021,California,State,Mu,2,0.57,0.857142857,0.28315243
05-05-2021,California,State,Delta,19,5.46,16.14285714,5.332704106
05-05-2021,California,State,Epsilon,22,6.32,24.28571429,8.022652194
05-05-2021,California,State,Lambda,6,1.72,2.428571429,0.802265219
05-05-2021,California,State,Gamma,38,10.92,31.42857143,10.38225578
05-05-2021,California,State,Omicron,0,0,0,0
05-05-2021,California,State,Beta,0,0,3.285714286,1.08541765
05-05-2021,California,State,Other,74,21.26,54.14285714,17.88579519
06-05-2021,California,State,Delta,20,5.48,15.57142857,5.200381679
06-05-2021,California,State,Omicron,0,0,0,0
06-05-2021,California,State,Gamma,47,12.88,33.42857143,11.16412214
06-05-2021,California,State,Mu,1,0.27,1,0.333969466
06-05-2021,California,State,Lambda,2,0.55,2.428571429,0.811068702
06-05-2021,California,State,Total,365,100,299.4285714,100
06-05-2021,California,State,Epsilon,23,6.3,22.28571429,7.442748092
06-05-2021,California,State,Alpha,208,56.99,171,57.10877863
06-05-2021,California,State,Beta,2,0.55,2.428571429,0.811068702
06-05-2021,California,State,Other,62,16.99,51.28571429,17.1278626
07-05-2021,California,State,Gamma,33,11.15,34.14285714,11.60757649
07-05-2021,California,State,Other,49,16.55,51.14285714,17.38708111
07-05-2021,California,State,Beta,2,0.68,2.571428571,0.874210782
07-05-2021,California,State,Alpha,170,57.43,165.2857143,56.19232637
07-05-2021,California,State,Lambda,0,0,2,0.679941719
07-05-2021,California,State,Total,296,100,294.1428571,100
07-05-2021,California,State,Delta,22,7.43,16.14285714,5.48810102
07-05-2021,California,State,Mu,0,0,1,0.33997086
07-05-2021,California,State,Omicron,0,0,0,0
07-05-2021,California,State,Epsilon,20,6.76,21.85714286,7.430791646
08-05-2021,California,State,Mu,3,1.84,1.428571429,0.502260171
08-05-2021,California,State,Other,28,17.18,51.14285714,17.98091411
08-05-2021,California,State,Epsilon,5,3.07,18.85714286,6.629834254
08-05-2021,California,State,Gamma,9,5.52,31.71428571,11.15017579
08-05-2021,California,State,Total,163,100,284.4285714,100
08-05-2021,California,State,Alpha,106,65.03,161.7142857,56.85585133
08-05-2021,California,State,Omicron,0,0,0,0
08-05-2021,California,State,Beta,0,0,1.714285714,0.602712205
08-05-2021,California,State,Delta,10,6.13,15.57142857,5.474635861
08-05-2021,California,State,Lambda,2,1.23,2.285714286,0.803616273
09-05-2021,California,State,Alpha,66,56.41,161.4285714,57.15730905
09-05-2021,California,State,Other,19,16.24,49.71428571,17.60242792
09-05-2021,California,State,Delta,4,3.42,14.85714286,5.260495701
09-05-2021,California,State,Gamma,15,12.82,31.71428571,11.22913505
09-05-2021,California,State,Total,117,100,282.4285714,100
09-05-2021,California,State,Mu,1,0.85,1.428571429,0.505816894
09-05-2021,California,State,Beta,0,0,1.714285714,0.606980273
09-05-2021,California,State,Lambda,10,8.55,3.571428571,1.264542236
09-05-2021,California,State,Omicron,0,0,0,0
09-05-2021,California,State,Epsilon,2,1.71,18,6.373292868
10-05-2021,California,State,Mu,0,0,1.428571429,0.525762355
10-05-2021,California,State,Gamma,26,9.74,30.28571429,11.14616193
10-05-2021,California,State,Omicron,0,0,0,0
10-05-2021,California,State,Lambda,2,0.75,3.428571429,1.261829653
10-05-2021,California,State,Epsilon,12,4.49,16.28571429,5.993690852
10-05-2021,California,State,Alpha,162,60.67,156.4285714,57.57097792
10-05-2021,California,State,Delta,17,6.37,15.71428571,5.78338591
10-05-2021,California,State,Other,46,17.23,46.57142857,17.13985279
10-05-2021,California,State,Total,267,100,271.7142857,100
10-05-2021,California,State,Beta,2,0.75,1.571428571,0.578338591
11-05-2021,California,State,Gamma,28,11.34,28,10.87077094
11-05-2021,California,State,Epsilon,12,4.86,13.71428571,5.324459235
11-05-2021,California,State,Other,43,17.41,45.85714286,17.80366057
11-05-2021,California,State,Beta,0,0,0.857142857,0.332778702
11-05-2021,California,State,Total,247,100,257.5714286,100
11-05-2021,California,State,Alpha,148,59.92,149.5714286,58.06988353
11-05-2021,California,State,Mu,0,0,1,0.388241819
11-05-2021,California,State,Lambda,2,0.81,3.428571429,1.331114809
11-05-2021,California,State,Omicron,0,0,0,0
11-05-2021,California,State,Delta,14,5.67,15.14285714,5.879090405
12-05-2021,California,State,Alpha,164,57.75,146.2857143,58.88441633
12-05-2021,California,State,Lambda,7,2.46,3.571428571,1.437607821
12-05-2021,California,State,Mu,0,0,0.714285714,0.287521564
12-05-2021,California,State,Gamma,26,9.15,26.28571429,10.58079356
12-05-2021,California,State,Other,52,18.31,42.71428571,17.19378953
12-05-2021,California,State,Beta,0,0,0.857142857,0.345025877
12-05-2021,California,State,Epsilon,19,6.69,13.28571429,5.347901093
12-05-2021,California,State,Total,284,100,248.4285714,100
12-05-2021,California,State,Delta,16,5.63,14.71428571,5.922944221
12-05-2021,California,State,Omicron,0,0,0,0
13-05-2021,California,State,Alpha,169,67.87,140.7142857,60.6900801
13-05-2021,California,State,Epsilon,8,3.21,11.14285714,4.805914972
13-05-2021,California,State,Beta,0,0,0.571428571,0.246457178
13-05-2021,California,State,Omicron,0,0,0,0
13-05-2021,California,State,Delta,9,3.61,13.14285714,5.668515096
13-05-2021,California,State,Total,249,100,231.8571429,100
13-05-2021,California,State,Other,39,15.66,39.42857143,17.00554529
13-05-2021,California,State,Gamma,23,9.24,22.85714286,9.858287123
13-05-2021,California,State,Mu,1,0.4,0.714285714,0.308071473
13-05-2021,California,State,Lambda,0,0,3.285714286,1.417128774
14-05-2021,California,State,Other,44,16.92,38.71428571,17.07624449
14-05-2021,California,State,Lambda,0,0,3.285714286,1.449275362
14-05-2021,California,State,Omicron,0,0,0,0
14-05-2021,California,State,Alpha,164,63.08,139.8571429,61.68872086
14-05-2021,California,State,Gamma,29,11.15,22.28571429,9.829867675
14-05-2021,California,State,Beta,2,0.77,0.571428571,0.252047889
