date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
06-08-2022,California,State,Epsilon,0,0,0,0
06-08-2022,California,State,Delta,0,0,0,0
06-08-2022,California,State,Total,475,100,977,100
06-08-2022,California,State,Alpha,0,0,0,0
06-08-2022,California,State,Other,5,1.05,1.857142857,0.19008627
06-08-2022,California,State,Omicron,470,98.95,975.1428571,99.80991373
06-08-2022,California,State,Lambda,0,0,0,0
06-08-2022,California,State,Mu,0,0,0,0
06-08-2022,California,State,Gamma,0,0,0,0
06-08-2022,California,State,Beta,0,0,0,0
07-08-2022,California,State,Alpha,0,0,0,0
07-08-2022,California,State,Gamma,0,0,0,0
07-08-2022,California,State,Beta,0,0,0,0
07-08-2022,California,State,Lambda,0,0,0,0
07-08-2022,California,State,Epsilon,0,0,0,0
07-08-2022,California,State,Mu,0,0,0,0
07-08-2022,California,State,Other,3,0.5,2.285714286,0.244872972
07-08-2022,California,State,Delta,0,0,0,0
07-08-2022,California,State,Total,601,100,933.4285714,100
07-08-2022,California,State,Omicron,598,99.5,931.1428571,99.75512703
08-08-2022,California,State,Epsilon,0,0,0,0
08-08-2022,California,State,Alpha,0,0,0,0
08-08-2022,California,State,Omicron,950,99.89,882.1428571,99.80604493
08-08-2022,California,State,Delta,0,0,0,0
08-08-2022,California,State,Gamma,0,0,0,0
08-08-2022,California,State,Beta,0,0,0,0
08-08-2022,California,State,Other,1,0.11,1.714285714,0.193955067
08-08-2022,California,State,Total,951,100,883.8571429,100
08-08-2022,California,State,Mu,0,0,0,0
08-08-2022,California,State,Lambda,0,0,0,0
09-08-2022,California,State,Other,0,0,1.714285714,0.198576866
09-08-2022,California,State,Omicron,1041,100,861.5714286,99.80142313
09-08-2022,California,State,Alpha,0,0,0,0
09-08-2022,California,State,Epsilon,0,0,0,0
09-08-2022,California,State,Delta,0,0,0,0
09-08-2022,California,State,Beta,0,0,0,0
09-08-2022,California,State,Total,1041,100,863.2857143,100
09-08-2022,California,State,Gamma,0,0,0,0
09-08-2022,California,State,Lambda,0,0,0,0
09-08-2022,California,State,Mu,0,0,0,0
10-08-2022,California,State,Total,968,100,849.1428571,100
10-08-2022,California,State,Delta,0,0,0,0
10-08-2022,California,State,Lambda,0,0,0,0
10-08-2022,California,State,Alpha,0,0,0,0
10-08-2022,California,State,Beta,0,0,0,0
10-08-2022,California,State,Other,0,0,1.571428571,0.185060565
10-08-2022,California,State,Epsilon,0,0,0,0
10-08-2022,California,State,Omicron,968,100,847.5714286,99.81493943
10-08-2022,California,State,Gamma,0,0,0,0
10-08-2022,California,State,Mu,0,0,0,0
11-08-2022,California,State,Other,3,0.31,1.857142857,0.222717149
11-08-2022,California,State,Beta,0,0,0,0
11-08-2022,California,State,Alpha,0,0,0,0
11-08-2022,California,State,Epsilon,0,0,0,0
11-08-2022,California,State,Mu,0,0,0,0
11-08-2022,California,State,Total,982,100,833.8571429,100
11-08-2022,California,State,Lambda,0,0,0,0
11-08-2022,California,State,Gamma,0,0,0,0
11-08-2022,California,State,Omicron,979,99.69,832,99.77728285
11-08-2022,California,State,Delta,0,0,0,0
12-08-2022,California,State,Total,948,100,852.2857143,100
12-08-2022,California,State,Mu,0,0,0,0
12-08-2022,California,State,Alpha,0,0,0,0
12-08-2022,California,State,Lambda,0,0,0,0
12-08-2022,California,State,Omicron,947,99.89,850.4285714,99.78209856
12-08-2022,California,State,Gamma,0,0,0,0
12-08-2022,California,State,Beta,0,0,0,0
12-08-2022,California,State,Delta,0,0,0,0
12-08-2022,California,State,Other,1,0.11,1.857142857,0.217901442
12-08-2022,California,State,Epsilon,0,0,0,0
13-08-2022,California,State,Omicron,716,99.44,885.5714286,99.8067944
13-08-2022,California,State,Epsilon,0,0,0,0
13-08-2022,California,State,Mu,0,0,0,0
13-08-2022,California,State,Alpha,0,0,0,0
13-08-2022,California,State,Beta,0,0,0,0
13-08-2022,California,State,Lambda,0,0,0,0
13-08-2022,California,State,Total,720,100,887.2857143,100
13-08-2022,California,State,Other,4,0.56,1.714285714,0.193205603
13-08-2022,California,State,Delta,0,0,0,0
13-08-2022,California,State,Gamma,0,0,0,0
14-08-2022,California,State,Lambda,0,0,0,0
14-08-2022,California,State,Beta,0,0,0,0
14-08-2022,California,State,Mu,0,0,0,0
14-08-2022,California,State,Gamma,0,0,0,0
14-08-2022,California,State,Epsilon,0,0,0,0
14-08-2022,California,State,Other,1,0.18,1.428571429,0.162232317
14-08-2022,California,State,Alpha,0,0,0,0
14-08-2022,California,State,Total,554,100,880.5714286,100
14-08-2022,California,State,Delta,0,0,0,0
14-08-2022,California,State,Omicron,553,99.82,879.1428571,99.83776768
15-08-2022,California,State,Lambda,0,0,0,0
15-08-2022,California,State,Total,1029,100,891.7142857,100
15-08-2022,California,State,Mu,0,0,0,0
15-08-2022,California,State,Gamma,0,0,0,0
15-08-2022,California,State,Delta,0,0,0,0
15-08-2022,California,State,Epsilon,0,0,0,0
15-08-2022,California,State,Omicron,1025,99.61,889.8571429,99.79173342
15-08-2022,California,State,Other,4,0.39,1.857142857,0.208266581
15-08-2022,California,State,Alpha,0,0,0,0
15-08-2022,California,State,Beta,0,0,0,0
16-08-2022,California,State,Gamma,0,0,0,0
16-08-2022,California,State,Epsilon,0,0,0,0
16-08-2022,California,State,Other,3,0.26,2.285714286,0.25184952
16-08-2022,California,State,Total,1152,100,907.5714286,100
16-08-2022,California,State,Delta,0,0,0,0
16-08-2022,California,State,Alpha,0,0,0,0
16-08-2022,California,State,Omicron,1149,99.74,905.2857143,99.74815048
16-08-2022,California,State,Beta,0,0,0,0
16-08-2022,California,State,Lambda,0,0,0,0
16-08-2022,California,State,Mu,0,0,0,0
17-08-2022,California,State,Other,0,0,2.285714286,0.247754723
17-08-2022,California,State,Gamma,0,0,0,0
17-08-2022,California,State,Delta,0,0,0,0
17-08-2022,California,State,Total,1073,100,922.5714286,100
17-08-2022,California,State,Omicron,1073,100,920.2857143,99.75224528
17-08-2022,California,State,Epsilon,0,0,0,0
17-08-2022,California,State,Lambda,0,0,0,0
17-08-2022,California,State,Beta,0,0,0,0
17-08-2022,California,State,Mu,0,0,0,0
17-08-2022,California,State,Alpha,0,0,0,0
18-08-2022,California,State,Mu,0,0,0,0
18-08-2022,California,State,Other,2,0.25,2.142857143,0.238397966
18-08-2022,California,State,Beta,0,0,0,0
18-08-2022,California,State,Alpha,0,0,0,0
18-08-2022,California,State,Total,816,100,898.8571429,100
18-08-2022,California,State,Omicron,814,99.75,896.7142857,99.76160203
18-08-2022,California,State,Lambda,0,0,0,0
18-08-2022,California,State,Delta,0,0,0,0
18-08-2022,California,State,Epsilon,0,0,0,0
18-08-2022,California,State,Gamma,0,0,0,0
19-08-2022,California,State,Mu,0,0,0,0
19-08-2022,California,State,Omicron,1004,99.7,904.8571429,99.73232562
19-08-2022,California,State,Beta,0,0,0,0
19-08-2022,California,State,Lambda,0,0,0,0
19-08-2022,California,State,Other,3,0.3,2.428571429,0.267674382
19-08-2022,California,State,Alpha,0,0,0,0
19-08-2022,California,State,Epsilon,0,0,0,0
19-08-2022,California,State,Gamma,0,0,0,0
19-08-2022,California,State,Total,1007,100,907.2857143,100
19-08-2022,California,State,Delta,0,0,0,0
20-08-2022,California,State,Other,8,1.23,3,0.334288443
20-08-2022,California,State,Mu,0,0,0,0
20-08-2022,California,State,Omicron,643,98.77,894.4285714,99.66571156
20-08-2022,California,State,Delta,0,0,0,0
20-08-2022,California,State,Gamma,0,0,0,0
20-08-2022,California,State,Beta,0,0,0,0
20-08-2022,California,State,Total,651,100,897.4285714,100
20-08-2022,California,State,Alpha,0,0,0,0
20-08-2022,California,State,Lambda,0,0,0,0
20-08-2022,California,State,Epsilon,0,0,0,0
21-08-2022,California,State,Other,2,0.34,3.142857143,0.348046195
21-08-2022,California,State,Gamma,0,0,0,0
21-08-2022,California,State,Epsilon,0,0,0,0
21-08-2022,California,State,Delta,0,0,0,0
21-08-2022,California,State,Omicron,591,99.66,899.8571429,99.6519538
21-08-2022,California,State,Lambda,0,0,0,0
21-08-2022,California,State,Beta,0,0,0,0
21-08-2022,California,State,Total,593,100,903,100
21-08-2022,California,State,Mu,0,0,0,0
21-08-2022,California,State,Alpha,0,0,0,0
22-08-2022,California,State,Omicron,1171,99.91,920.7142857,99.70606436
22-08-2022,California,State,Delta,0,0,0,0
22-08-2022,California,State,Gamma,0,0,0,0
22-08-2022,California,State,Mu,0,0,0,0
22-08-2022,California,State,Total,1172,100,923.4285714,100
22-08-2022,California,State,Beta,0,0,0,0
22-08-2022,California,State,Lambda,0,0,0,0
22-08-2022,California,State,Alpha,0,0,0,0
22-08-2022,California,State,Other,1,0.09,2.714285714,0.293935644
22-08-2022,California,State,Epsilon,0,0,0,0
23-08-2022,California,State,Omicron,932,99.79,889.7142857,99.71181556
23-08-2022,California,State,Total,934,100,892.2857143,100
23-08-2022,California,State,Lambda,0,0,0,0
23-08-2022,California,State,Mu,0,0,0,0
23-08-2022,California,State,Gamma,0,0,0,0
23-08-2022,California,State,Other,2,0.21,2.571428571,0.288184438
23-08-2022,California,State,Delta,0,0,0,0
23-08-2022,California,State,Epsilon,0,0,0,0
23-08-2022,California,State,Alpha,0,0,0,0
23-08-2022,California,State,Beta,0,0,0,0
24-08-2022,California,State,Beta,0,0,0,0
24-08-2022,California,State,Omicron,982,99.49,876.7142857,99.62662338
24-08-2022,California,State,Other,5,0.51,3.285714286,0.373376623
24-08-2022,California,State,Delta,0,0,0,0
24-08-2022,California,State,Lambda,0,0,0,0
24-08-2022,California,State,Total,987,100,880,100
24-08-2022,California,State,Epsilon,0,0,0,0
24-08-2022,California,State,Mu,0,0,0,0
24-08-2022,California,State,Alpha,0,0,0,0
24-08-2022,California,State,Gamma,0,0,0,0
25-08-2022,California,State,Other,2,0.3,3.285714286,0.382950383
25-08-2022,California,State,Epsilon,0,0,0,0
25-08-2022,California,State,Delta,0,0,0,0
25-08-2022,California,State,Omicron,660,99.7,854.7142857,99.61704962
25-08-2022,California,State,Gamma,0,0,0,0
25-08-2022,California,State,Mu,0,0,0,0
25-08-2022,California,State,Alpha,0,0,0,0
25-08-2022,California,State,Lambda,0,0,0,0
25-08-2022,California,State,Total,662,100,858,100
25-08-2022,California,State,Beta,0,0,0,0
26-08-2022,California,State,Omicron,755,98.44,819.1428571,99.44502255
26-08-2022,California,State,Other,12,1.56,4.571428571,0.554977454
26-08-2022,California,State,Total,767,100,823.7142857,100
26-08-2022,California,State,Gamma,0,0,0,0
26-08-2022,California,State,Epsilon,0,0,0,0
26-08-2022,California,State,Beta,0,0,0,0
26-08-2022,California,State,Mu,0,0,0,0
26-08-2022,California,State,Lambda,0,0,0,0
26-08-2022,California,State,Alpha,0,0,0,0
26-08-2022,California,State,Delta,0,0,0,0
27-08-2022,California,State,Other,21,3.28,6.428571429,0.781792912
27-08-2022,California,State,Total,641,100,822.2857143,100
27-08-2022,California,State,Alpha,0,0,0,0
27-08-2022,California,State,Lambda,0,0,0,0
27-08-2022,California,State,Epsilon,0,0,0,0
27-08-2022,California,State,Beta,0,0,0,0
27-08-2022,California,State,Mu,0,0,0,0
27-08-2022,California,State,Omicron,620,96.72,815.8571429,99.21820709
27-08-2022,California,State,Gamma,0,0,0,0
27-08-2022,California,State,Delta,0,0,0,0
28-08-2022,California,State,Delta,0,0,0,0
28-08-2022,California,State,Omicron,597,99.17,816.7142857,99.16738942
28-08-2022,California,State,Lambda,0,0,0,0
28-08-2022,California,State,Beta,0,0,0,0
28-08-2022,California,State,Total,602,100,823.5714286,100
28-08-2022,California,State,Gamma,0,0,0,0
28-08-2022,California,State,Alpha,0,0,0,0
28-08-2022,California,State,Other,5,0.83,6.857142857,0.832610581
28-08-2022,California,State,Mu,0,0,0,0
28-08-2022,California,State,Epsilon,0,0,0,0
29-08-2022,California,State,Gamma,0,0,0,0
29-08-2022,California,State,Alpha,0,0,0,0
29-08-2022,California,State,Omicron,1113,99.11,808.4285714,99.00279916
29-08-2022,California,State,Beta,0,0,0,0
29-08-2022,California,State,Lambda,0,0,0,0
29-08-2022,California,State,Other,10,0.89,8.142857143,0.99720084
29-08-2022,California,State,Epsilon,0,0,0,0
29-08-2022,California,State,Total,1123,100,816.5714286,100
29-08-2022,California,State,Delta,0,0,0,0
29-08-2022,California,State,Mu,0,0,0,0
30-08-2022,California,State,Other,1,0.1,8,0.975439819
30-08-2022,California,State,Epsilon,0,0,0,0
30-08-2022,California,State,Delta,0,0,0,0
30-08-2022,California,State,Beta,0,0,0,0
30-08-2022,California,State,Lambda,0,0,0,0
30-08-2022,California,State,Total,959,100,820.1428571,100
30-08-2022,California,State,Omicron,958,99.9,812.1428571,99.02456018
30-08-2022,California,State,Gamma,0,0,0,0
30-08-2022,California,State,Mu,0,0,0,0
30-08-2022,California,State,Alpha,0,0,0,0
31-08-2022,California,State,Mu,0,0,0,0
31-08-2022,California,State,Epsilon,0,0,0,0
31-08-2022,California,State,Delta,0,0,0,0
31-08-2022,California,State,Lambda,0,0,0,0
31-08-2022,California,State,Gamma,0,0,0,0
31-08-2022,California,State,Total,654,100,772.5714286,100
31-08-2022,California,State,Omicron,653,99.85,765.1428571,99.03846154
31-08-2022,California,State,Other,1,0.15,7.428571429,0.961538462
31-08-2022,California,State,Alpha,0,0,0,0
31-08-2022,California,State,Beta,0,0,0,0
01-09-2022,California,State,Other,3,0.54,7.571428571,1.000188715
01-09-2022,California,State,Lambda,0,0,0,0
01-09-2022,California,State,Gamma,0,0,0,0
01-09-2022,California,State,Beta,0,0,0,0
01-09-2022,California,State,Epsilon,0,0,0,0
01-09-2022,California,State,Omicron,550,99.46,749.4285714,98.99981129
01-09-2022,California,State,Alpha,0,0,0,0
01-09-2022,California,State,Delta,0,0,0,0
01-09-2022,California,State,Total,553,100,757,100
01-09-2022,California,State,Mu,0,0,0,0
02-09-2022,California,State,Beta,0,0,0,0
02-09-2022,California,State,Omicron,569,98.78,722.8571429,99.06029757
02-09-2022,California,State,Other,7,1.22,6.857142857,0.939702428
02-09-2022,California,State,Mu,0,0,0,0
02-09-2022,California,State,Lambda,0,0,0,0
02-09-2022,California,State,Alpha,0,0,0,0
02-09-2022,California,State,Delta,0,0,0,0
02-09-2022,California,State,Epsilon,0,0,0,0
02-09-2022,California,State,Gamma,0,0,0,0
02-09-2022,California,State,Total,576,100,729.7142857,100
03-09-2022,California,State,Lambda,0,0,0,0
03-09-2022,California,State,Beta,0,0,0,0
03-09-2022,California,State,Gamma,0,0,0,0
03-09-2022,California,State,Omicron,421,100,694.4285714,99.44762684
03-09-2022,California,State,Other,0,0,3.857142857,0.552373159
03-09-2022,California,State,Delta,0,0,0,0
03-09-2022,California,State,Total,421,100,698.2857143,100
03-09-2022,California,State,Epsilon,0,0,0,0
03-09-2022,California,State,Mu,0,0,0,0
03-09-2022,California,State,Alpha,0,0,0,0
04-09-2022,California,State,Lambda,0,0,0,0
04-09-2022,California,State,Omicron,462,100,675.1428571,99.53664701
04-09-2022,California,State,Delta,0,0,0,0
04-09-2022,California,State,Total,462,100,678.2857143,100
04-09-2022,California,State,Other,0,0,3.142857143,0.463352991
04-09-2022,California,State,Gamma,0,0,0,0
04-09-2022,California,State,Alpha,0,0,0,0
04-09-2022,California,State,Epsilon,0,0,0,0
04-09-2022,California,State,Beta,0,0,0,0
04-09-2022,California,State,Mu,0,0,0,0
05-09-2022,California,State,Alpha,0,0,0,0
05-09-2022,California,State,Total,247,100,553.1428571,100
05-09-2022,California,State,Mu,0,0,0,0
05-09-2022,California,State,Omicron,247,100,551.4285714,99.69008264
05-09-2022,California,State,Delta,0,0,0,0
05-09-2022,California,State,Other,0,0,1.714285714,0.309917355
05-09-2022,California,State,Lambda,0,0,0,0
05-09-2022,California,State,Beta,0,0,0,0
05-09-2022,California,State,Gamma,0,0,0,0
05-09-2022,California,State,Epsilon,0,0,0,0
06-09-2022,California,State,Other,1,0.09,1.714285714,0.301507538
06-09-2022,California,State,Delta,0,0,0,0
06-09-2022,California,State,Total,1067,100,568.5714286,100
06-09-2022,California,State,Gamma,0,0,0,0
06-09-2022,California,State,Omicron,1066,99.91,566.8571429,99.69849246
06-09-2022,California,State,Alpha,0,0,0,0
06-09-2022,California,State,Lambda,0,0,0,0
06-09-2022,California,State,Epsilon,0,0,0,0
06-09-2022,California,State,Beta,0,0,0,0
06-09-2022,California,State,Mu,0,0,0,0
07-09-2022,California,State,Epsilon,0,0,0,0
07-09-2022,California,State,Omicron,736,99.86,578.7142857,99.70465174
07-09-2022,California,State,Beta,0,0,0,0
07-09-2022,California,State,Other,1,0.14,1.714285714,0.295348265
07-09-2022,California,State,Mu,0,0,0,0
07-09-2022,California,State,Delta,0,0,0,0
07-09-2022,California,State,Gamma,0,0,0,0
07-09-2022,California,State,Alpha,0,0,0,0
07-09-2022,California,State,Lambda,0,0,0,0
07-09-2022,California,State,Total,737,100,580.4285714,100
08-09-2022,California,State,Total,689,100,599.8571429,100
08-09-2022,California,State,Beta,0,0,0,0
08-09-2022,California,State,Lambda,0,0,0,0
08-09-2022,California,State,Mu,0,0,0,0
08-09-2022,California,State,Gamma,0,0,0,0
08-09-2022,California,State,Other,4,0.58,1.857142857,0.309597523
08-09-2022,California,State,Delta,0,0,0,0
08-09-2022,California,State,Epsilon,0,0,0,0
08-09-2022,California,State,Alpha,0,0,0,0
08-09-2022,California,State,Omicron,685,99.42,598,99.69040248
09-09-2022,California,State,Alpha,0,0,0,0
09-09-2022,California,State,Omicron,656,98.5,610.4285714,99.62695267
09-09-2022,California,State,Gamma,0,0,0,0
09-09-2022,California,State,Mu,0,0,0,0
09-09-2022,California,State,Delta,0,0,0,0
09-09-2022,California,State,Beta,0,0,0,0
09-09-2022,California,State,Total,666,100,612.7142857,100
09-09-2022,California,State,Epsilon,0,0,0,0
09-09-2022,California,State,Lambda,0,0,0,0
09-09-2022,California,State,Other,10,1.5,2.285714286,0.37304733
10-09-2022,California,State,Lambda,0,0,0,0
10-09-2022,California,State,Omicron,482,98.97,619.1428571,99.51779564
10-09-2022,California,State,Alpha,0,0,0,0
10-09-2022,California,State,Mu,0,0,0,0
10-09-2022,California,State,Gamma,0,0,0,0
10-09-2022,California,State,Beta,0,0,0,0
10-09-2022,California,State,Epsilon,0,0,0,0
10-09-2022,California,State,Total,487,100,622.1428571,100
10-09-2022,California,State,Other,5,1.03,3,0.482204363
10-09-2022,California,State,Delta,0,0,0,0
11-09-2022,California,State,Delta,0,0,0,0
11-09-2022,California,State,Alpha,0,0,0,0
11-09-2022,California,State,Total,419,100,616,100
11-09-2022,California,State,Omicron,417,99.52,612.7142857,99.46660482
11-09-2022,California,State,Lambda,0,0,0,0
11-09-2022,California,State,Beta,0,0,0,0
11-09-2022,California,State,Mu,0,0,0,0
11-09-2022,California,State,Other,2,0.48,3.285714286,0.533395176
11-09-2022,California,State,Gamma,0,0,0,0
11-09-2022,California,State,Epsilon,0,0,0,0
12-09-2022,California,State,Mu,0,0,0,0
12-09-2022,California,State,Beta,0,0,0,0
12-09-2022,California,State,Lambda,0,0,0,0
12-09-2022,California,State,Delta,0,0,0,0
12-09-2022,California,State,Alpha,0,0,0,0
12-09-2022,California,State,Total,937,100,714.5714286,100
12-09-2022,California,State,Epsilon,0,0,0,0
12-09-2022,California,State,Omicron,937,100,711.2857143,99.54018393
12-09-2022,California,State,Other,0,0,3.285714286,0.459816074
12-09-2022,California,State,Gamma,0,0,0,0
13-09-2022,California,State,Other,0,0,3.142857143,0.464919696
13-09-2022,California,State,Mu,0,0,0,0
13-09-2022,California,State,Delta,0,0,0,0
13-09-2022,California,State,Gamma,0,0,0,0
13-09-2022,California,State,Omicron,797,100,672.8571429,99.5350803
13-09-2022,California,State,Alpha,0,0,0,0
13-09-2022,California,State,Lambda,0,0,0,0
13-09-2022,California,State,Beta,0,0,0,0
13-09-2022,California,State,Epsilon,0,0,0,0
13-09-2022,California,State,Total,797,100,676,100
14-09-2022,California,State,Omicron,603,100,653.8571429,99.54327969
14-09-2022,California,State,Beta,0,0,0,0
14-09-2022,California,State,Total,603,100,656.8571429,100
14-09-2022,California,State,Other,0,0,3,0.456720313
14-09-2022,California,State,Alpha,0,0,0,0
14-09-2022,California,State,Epsilon,0,0,0,0
14-09-2022,California,State,Mu,0,0,0,0
14-09-2022,California,State,Gamma,0,0,0,0
14-09-2022,California,State,Delta,0,0,0,0
14-09-2022,California,State,Lambda,0,0,0,0
15-09-2022,California,State,Omicron,575,99.65,638.1428571,99.5764601
15-09-2022,California,State,Beta,0,0,0,0
15-09-2022,California,State,Gamma,0,0,0,0
15-09-2022,California,State,Mu,0,0,0,0
15-09-2022,California,State,Other,2,0.35,2.714285714,0.423539902
15-09-2022,California,State,Alpha,0,0,0,0
15-09-2022,California,State,Delta,0,0,0,0
15-09-2022,California,State,Total,577,100,640.8571429,100
15-09-2022,California,State,Lambda,0,0,0,0
15-09-2022,California,State,Epsilon,0,0,0,0
16-09-2022,California,State,Alpha,0,0,0,0
16-09-2022,California,State,Epsilon,0,0,0,0
16-09-2022,California,State,Total,547,100,623.8571429,100
16-09-2022,California,State,Gamma,0,0,0,0
16-09-2022,California,State,Delta,0,0,0,0
16-09-2022,California,State,Other,0,0,1.285714286,0.206091138
16-09-2022,California,State,Omicron,547,100,622.5714286,99.79390886
16-09-2022,California,State,Beta,0,0,0,0
16-09-2022,California,State,Mu,0,0,0,0
16-09-2022,California,State,Lambda,0,0,0,0
17-09-2022,California,State,Mu,0,0,0,0
17-09-2022,California,State,Beta,0,0,0,0
17-09-2022,California,State,Omicron,381,100,608.1428571,99.90612532
17-09-2022,California,State,Gamma,0,0,0,0
17-09-2022,California,State,Alpha,0,0,0,0
17-09-2022,California,State,Lambda,0,0,0,0
17-09-2022,California,State,Delta,0,0,0,0
17-09-2022,California,State,Other,0,0,0.571428571,0.093874677
17-09-2022,California,State,Epsilon,0,0,0,0
17-09-2022,California,State,Total,381,100,608.7142857,100
18-09-2022,California,State,Gamma,0,0,0,0
18-09-2022,California,State,Beta,0,0,0,0
18-09-2022,California,State,Mu,0,0,0,0
18-09-2022,California,State,Total,420,100,608.8571429,100
18-09-2022,California,State,Lambda,0,0,0,0
18-09-2022,California,State,Epsilon,0,0,0,0
18-09-2022,California,State,Omicron,420,100,608.5714286,99.95307367
18-09-2022,California,State,Alpha,0,0,0,0
18-09-2022,California,State,Delta,0,0,0,0
18-09-2022,California,State,Other,0,0,0.285714286,0.046926326
19-09-2022,California,State,Beta,0,0,0,0
19-09-2022,California,State,Epsilon,0,0,0,0
19-09-2022,California,State,Total,795,100,588.5714286,100
19-09-2022,California,State,Lambda,0,0,0,0
19-09-2022,California,State,Other,3,0.38,0.714285714,0.121359223
19-09-2022,California,State,Gamma,0,0,0,0
19-09-2022,California,State,Delta,0,0,0,0
19-09-2022,California,State,Omicron,792,99.62,587.8571429,99.87864078
19-09-2022,California,State,Mu,0,0,0,0
19-09-2022,California,State,Alpha,0,0,0,0
20-09-2022,California,State,Alpha,0,0,0,0
20-09-2022,California,State,Lambda,0,0,0,0
20-09-2022,California,State,Mu,0,0,0,0
20-09-2022,California,State,Other,10,1.45,2.142857143,0.373878365
20-09-2022,California,State,Delta,0,0,0,0
20-09-2022,California,State,Epsilon,0,0,0,0
20-09-2022,California,State,Beta,0,0,0,0
20-09-2022,California,State,Omicron,679,98.55,571,99.62612164
20-09-2022,California,State,Total,689,100,573.1428571,100
20-09-2022,California,State,Gamma,0,0,0,0
21-09-2022,California,State,Epsilon,0,0,0,0
21-09-2022,California,State,Lambda,0,0,0,0
21-09-2022,California,State,Other,9,1.69,3.428571429,0.608828006
21-09-2022,California,State,Gamma,0,0,0,0
21-09-2022,California,State,Alpha,0,0,0,0
21-09-2022,California,State,Beta,0,0,0,0
21-09-2022,California,State,Delta,1,0.19,0.142857143,0.025367834
21-09-2022,California,State,Total,533,100,563.1428571,100
21-09-2022,California,State,Mu,0,0,0,0
21-09-2022,California,State,Omicron,523,98.12,559.5714286,99.36580416
22-09-2022,California,State,Total,538,100,557.5714286,100
22-09-2022,California,State,Mu,0,0,0,0
22-09-2022,California,State,Lambda,0,0,0,0
22-09-2022,California,State,Epsilon,0,0,0,0
22-09-2022,California,State,Alpha,0,0,0,0
22-09-2022,California,State,Delta,0,0,0.142857143,0.025621317
22-09-2022,California,State,Other,1,0.19,3.285714286,0.58929029
22-09-2022,California,State,Gamma,0,0,0,0
22-09-2022,California,State,Omicron,537,99.81,554.1428571,99.38508839
22-09-2022,California,State,Beta,0,0,0,0
23-09-2022,California,State,Alpha,0,0,0,0
23-09-2022,California,State,Delta,0,0,0.142857143,0.025886617
23-09-2022,California,State,Other,3,0.59,3.714285714,0.673052032
23-09-2022,California,State,Lambda,0,0,0,0
23-09-2022,California,State,Omicron,504,99.41,548,99.30106135
23-09-2022,California,State,Mu,0,0,0,0
23-09-2022,California,State,Gamma,0,0,0,0
23-09-2022,California,State,Total,507,100,551.8571429,100
23-09-2022,California,State,Beta,0,0,0,0
23-09-2022,California,State,Epsilon,0,0,0,0
24-09-2022,California,State,Total,436,100,559.7142857,100
24-09-2022,California,State,Other,2,0.46,4,0.714650332
24-09-2022,California,State,Mu,0,0,0,0
24-09-2022,California,State,Omicron,434,99.54,555.5714286,99.25982644
24-09-2022,California,State,Alpha,0,0,0,0
24-09-2022,California,State,Lambda,0,0,0,0
24-09-2022,California,State,Delta,0,0,0.142857143,0.025523226
24-09-2022,California,State,Beta,0,0,0,0
24-09-2022,California,State,Gamma,0,0,0,0
24-09-2022,California,State,Epsilon,0,0,0,0
25-09-2022,California,State,Lambda,0,0,0,0
25-09-2022,California,State,Beta,0,0,0,0
25-09-2022,California,State,Alpha,0,0,0,0
25-09-2022,California,State,Epsilon,0,0,0,0
25-09-2022,California,State,Total,347,100,549.2857143,100
25-09-2022,California,State,Omicron,338,97.41,543.8571429,99.01170351
25-09-2022,California,State,Mu,0,0,0,0
25-09-2022,California,State,Delta,0,0,0.142857143,0.026007802
25-09-2022,California,State,Gamma,0,0,0,0
25-09-2022,California,State,Other,9,2.59,5.285714286,0.962288687
26-09-2022,California,State,Alpha,0,0,0,0
26-09-2022,California,State,Delta,0,0,0.142857143,0.025588536
26-09-2022,California,State,Other,15,1.75,7,1.25383828
26-09-2022,California,State,Total,858,100,558.2857143,100
26-09-2022,California,State,Beta,0,0,0,0
26-09-2022,California,State,Epsilon,0,0,0,0
26-09-2022,California,State,Gamma,0,0,0,0
26-09-2022,California,State,Mu,0,0,0,0
26-09-2022,California,State,Omicron,843,98.25,551.1428571,98.72057318
26-09-2022,California,State,Lambda,0,0,0,0
27-09-2022,California,State,Total,633,100,550.2857143,100
27-09-2022,California,State,Gamma,0,0,0,0
27-09-2022,California,State,Other,2,0.32,5.857142857,1.064382139
27-09-2022,California,State,Mu,0,0,0,0
27-09-2022,California,State,Lambda,0,0,0,0
27-09-2022,California,State,Delta,0,0,0.142857143,0.02596054
27-09-2022,California,State,Epsilon,0,0,0,0
27-09-2022,California,State,Beta,0,0,0,0
27-09-2022,California,State,Alpha,0,0,0,0
27-09-2022,California,State,Omicron,631,99.68,544.2857143,98.90965732
28-09-2022,California,State,Lambda,0,0,0,0
28-09-2022,California,State,Gamma,0,0,0,0
28-09-2022,California,State,Beta,0,0,0,0
28-09-2022,California,State,Total,577,100,556.5714286,100
28-09-2022,California,State,Epsilon,0,0,0,0
28-09-2022,California,State,Delta,0,0,0,0
28-09-2022,California,State,Alpha,0,0,0,0
28-09-2022,California,State,Other,2,0.35,4.857142857,0.872689938
28-09-2022,California,State,Mu,0,0,0,0
28-09-2022,California,State,Omicron,575,99.65,551.7142857,99.12731006
29-09-2022,California,State,Other,1,0.18,4.857142857,0.865360143
29-09-2022,California,State,Epsilon,0,0,0,0
